obsID,timelbl2,timelbl3,place
7586,Day,Day,Territory
7592,Night,Night,Mudflats_Territory
7593,Night,Night,Mudflats_Territory
7594,Night,Night,Mudflats_Territory
7595,Night,Night,Mudflats
7604,Night,Night,Mudflats_Territory
7606,Night,Night,Territory
7608,Night,Night,Mudflats
7609,Night,Night,Mudflats
7610,Night,Night,Territory
7611,Night,Night,Mudflats_Territory
7612,Night,Night,Territory
7615,Night,Twilight,Mudflats_Territory
7616,Night,Twilight,Territory
7618,Night,Twilight,Territory
7621,Day,Twilight,Territory
7623,Day,Twilight,Territory
7625,Day,Twilight,Mudflats_Territory
7626,Day,Day,Territory
7627,Day,Day,Territory
7628,Day,Day,Territory
7629,Day,Day,Territory
7630,Day,Day,Territory
7631,Day,Day,Territory
7632,Day,Day,Territory
7633,Day,Day,Territory
7634,Day,Day,Territory
7635,Day,Day,Territory
7636,Day,Day,Territory
7639,Day,Day,Territory
7640,Day,Day,Territory
7642,Day,Day,Territory
7643,Day,Day,Territory
7645,Day,Day,Territory
7648,Day,Day,Roost
7650,Day,Day,Roost
7652,Day,Day,Roost
7654,Day,Day,Roost
7657,Day,Day,Territory
7657,Day,Day,Territory
7658,Day,Day,Territory
7661,Day,Day,Mudflats_Territory
7664,Day,Day,Territory
7665,Day,Day,Mudflats_Territory
7666,Day,Day,Mudflats_Territory
7669,Day,Day,Mudflats_Territory
7670,Day,Day,Mudflats_Territory
7671,Day,Day,Mudflats_Territory
7672,Day,Day,Mudflats_Territory
7673,Day,Day,Mudflats_Territory
7674,Day,Day,Mudflats_Territory
7675,Day,Day,Mudflats_Territory
7676,Day,Day,Mudflats_Territory
7677,Day,Day,Mudflats
7679,Day,Day,Mudflats
7680,Day,Day,Mudflats
7682,Day,Day,Mudflats
7683,Day,Day,Mudflats
7684,Day,Day,Mudflats
7685,Day,Day,Mudflats
7686,Day,Day,Mudflats
7687,Day,Day,Mudflats
7688,Day,Day,Mudflats
7689,Day,Day,Mudflats
7690,Day,Day,Mudflats
7692,Day,Day,Mudflats
7695,Day,Day,Mudflats
7696,Day,Day,Mudflats
7697,Day,Day,Mudflats
7698,Day,Day,Mudflats
7700,Day,Day,Mudflats
7701,Day,Day,Mudflats
7702,Day,Day,Mudflats
7703,Day,Day,Mudflats
7704,Day,Day,Mudflats
7705,Day,Day,Mudflats
7708,Day,Day,Mudflats
7710,Day,Day,Mudflats
7711,Day,Day,Mudflats
7712,Day,Day,Mudflats
7713,Day,Day,Mudflats
7714,Day,Day,Mudflats
7715,Day,Day,Mudflats
7716,Day,Day,Mudflats
7717,Day,Day,Mudflats
7719,Day,Day,Mudflats
7720,Day,Day,Mudflats
7722,Day,Day,Mudflats
7723,Day,Day,Mudflats
7724,Day,Day,Mudflats
7725,Day,Day,Mudflats
7726,Day,Day,Mudflats
7727,Day,Day,Mudflats
7728,Day,Day,Mudflats
7729,Day,Day,Mudflats
7730,Day,Day,Mudflats
7731,Day,Day,Mudflats
7734,Day,Day,Mudflats
7735,Day,Day,Mudflats
7736,Day,Day,Mudflats
7737,Day,Day,Mudflats
7738,Day,Day,Mudflats
7739,Day,Day,Mudflats
7740,Day,Day,Mudflats
7741,Day,Day,Mudflats
7742,Day,Day,Mudflats
7743,Day,Day,Mudflats
7744,Day,Day,Mudflats
7746,Day,Day,Mudflats
7747,Day,Day,Mudflats
7749,Day,Day,Mudflats
7750,Day,Day,Mudflats
7751,Day,Day,Mudflats
7752,Day,Day,Mudflats
7753,Day,Day,Mudflats
7754,Day,Day,Mudflats
7755,Day,Day,Mudflats
7756,Day,Day,Mudflats
7757,Day,Day,Mudflats
7759,Day,Day,Mudflats
7761,Day,Day,Mudflats
7762,Day,Day,Mudflats
7763,Day,Day,Mudflats
7764,Day,Day,Mudflats
7767,Day,Day,Mudflats
7768,Day,Day,Mudflats
7769,Day,Day,Mudflats
7770,Day,Day,Mudflats
7773,Day,Day,Mudflats
7774,Day,Day,Mudflats
7775,Day,Day,Mudflats
7776,Day,Day,Mudflats
7777,Day,Day,Mudflats
7778,Day,Day,Mudflats_Territory
7779,Day,Day,Mudflats_Territory
7780,Day,Day,Mudflats_Territory
7781,Day,Day,Territory
7783,Day,Day,Territory
7784,Day,Day,Territory
7785,Day,Day,Mudflats_Territory
7787,Day,Day,Mudflats_Territory
7788,Day,Day,Mudflats_Territory
7789,Day,Day,Mudflats_Territory
7790,Day,Day,Mudflats
7791,Day,Day,Mudflats
7794,Day,Day,Territory
7795,Day,Day,Territory
7797,Day,Day,Mudflats_Territory
7798,Day,Day,Territory
7799,Day,Day,Territory
7802,Day,Day,Mudflats_Territory
7803,Day,Day,Mudflats_Territory
7806,Day,Day,Territory
7807,Day,Day,Territory
7808,Day,Day,Territory
7809,Day,Day,Territory
7810,Day,Twilight,Territory
7811,Day,Twilight,Territory
7812,Day,Twilight,Territory
7813,Day,Twilight,Territory
7814,Day,Twilight,Territory
7815,Day,Twilight,Territory
7816,Night,Twilight,Territory
7818,Night,Twilight,Territory
7819,Night,Twilight,Territory
7820,Night,Twilight,Territory
7821,Night,Night,Territory
7822,Night,Night,Territory
7824,Night,Night,Mudflats_Territory
7827,Night,Night,Mudflats_Territory
7828,Night,Night,Territory
7829,Night,Night,Territory
7830,Night,Night,Territory
7831,Night,Night,Mudflats_Territory
7832,Night,Night,Mudflats_Territory
7834,Night,Night,Territory
7835,Night,Night,Territory
7836,Night,Night,Mudflats_Territory
7837,Night,Night,Mudflats_Territory
7838,Night,Night,Territory
7841,Night,Night,Mudflats_Territory
7843,Night,Night,Territory
7844,Night,Night,Mudflats_Territory
7845,Night,Night,Mudflats_Territory
7846,Night,Night,Mudflats_Territory
7848,Night,Night,Mudflats
7849,Night,Night,Mudflats
7850,Night,Night,Mudflats
7851,Night,Twilight,Mudflats
7853,Night,Twilight,Territory
7855,Night,Twilight,Territory
7858,Day,Twilight,Mudflats_Territory
7859,Day,Twilight,Mudflats_Territory
7861,Day,Twilight,Territory
7863,Day,Day,Territory
7864,Day,Day,Territory
7866,Day,Day,Territory
7869,Day,Day,Roost
7870,Day,Day,Roost
7871,Day,Day,Roost
7872,Day,Day,Roost
7873,Day,Day,Roost
7875,Day,Day,Roost
7876,Day,Day,Roost
7877,Day,Day,Territory
7879,Day,Day,Territory
7881,Day,Day,Territory
7882,Day,Day,Territory
7883,Day,Day,Territory
7888,Day,Day,Territory
7890,Day,Day,Territory
7891,Day,Day,Territory
7893,Day,Day,Territory
7895,Day,Day,Mudflats_Territory
7896,Day,Day,Mudflats_Territory
7898,Day,Day,Territory
7899,Day,Day,Territory
7901,Day,Day,Mudflats
7902,Day,Day,Mudflats
7904,Day,Day,Mudflats
7906,Day,Day,Mudflats
7907,Day,Day,Mudflats
7908,Day,Day,Mudflats
7910,Day,Day,Mudflats
7911,Day,Day,Mudflats
7913,Day,Day,Mudflats
7916,Day,Day,Mudflats
7917,Day,Day,Mudflats
7918,Day,Day,Mudflats
7919,Day,Day,Mudflats
7920,Day,Day,Mudflats
7921,Day,Day,Mudflats
7922,Day,Day,Mudflats
7923,Day,Day,Mudflats
7924,Day,Day,Mudflats
7925,Day,Day,Mudflats
7926,Day,Day,Mudflats
7929,Day,Day,Mudflats
7930,Day,Day,Mudflats
7931,Day,Day,Mudflats
7932,Day,Day,Mudflats
7933,Day,Day,Mudflats
7934,Day,Day,Mudflats
7935,Day,Day,Mudflats
7936,Day,Day,Mudflats
7938,Day,Day,Mudflats
7939,Day,Day,Mudflats
7941,Day,Day,Mudflats
7942,Day,Day,Mudflats
7943,Day,Day,Mudflats
7944,Day,Day,Mudflats
7945,Day,Day,Mudflats
7946,Day,Day,Mudflats
7947,Day,Day,Mudflats
7948,Day,Day,Mudflats
7949,Day,Day,Mudflats
7950,Day,Day,Mudflats
7951,Day,Day,Mudflats
7952,Day,Day,Mudflats
7953,Day,Day,Mudflats
7956,Day,Day,Mudflats
7957,Day,Day,Mudflats
7958,Day,Day,Mudflats
7959,Day,Day,Mudflats
7960,Day,Day,Mudflats
7961,Day,Day,Mudflats
7962,Day,Day,Mudflats
7963,Day,Day,Mudflats
7964,Day,Day,Mudflats
7965,Day,Day,Mudflats
7966,Day,Day,Mudflats
7968,Day,Day,Mudflats
7969,Day,Day,Mudflats
7970,Day,Day,Mudflats
7971,Day,Day,Mudflats
7972,Day,Day,Mudflats
7973,Day,Day,Mudflats
7974,Day,Day,Mudflats
7975,Day,Day,Mudflats
7976,Day,Day,Mudflats
7977,Day,Day,Mudflats
7978,Day,Day,Mudflats
7980,Day,Day,Mudflats
7984,Day,Day,Mudflats
7985,Day,Day,Mudflats
7986,Day,Day,Mudflats
7987,Day,Day,Mudflats
7988,Day,Day,Mudflats
7989,Day,Day,Mudflats
7990,Day,Day,Mudflats
7991,Day,Day,Mudflats
7992,Day,Day,Mudflats
7993,Day,Day,Mudflats
7995,Day,Day,Mudflats
7996,Day,Day,Mudflats
7998,Day,Day,Mudflats
7999,Day,Day,Mudflats
8000,Day,Day,Mudflats
8001,Day,Day,Mudflats
8002,Day,Day,Mudflats
8003,Day,Day,Mudflats
8008,Day,Day,Mudflats
8010,Day,Day,Mudflats
8012,Day,Day,Mudflats_Territory
8013,Day,Day,Mudflats_Territory
8015,Day,Day,Mudflats_Territory
8016,Day,Day,Territory
8020,Day,Day,Mudflats_Territory
8023,Day,Day,Mudflats_Territory
8024,Day,Day,Mudflats_Territory
8025,Day,Day,Mudflats_Territory
8026,Day,Day,Mudflats_Territory
8027,Day,Day,Mudflats_Territory
8028,Day,Day,Mudflats_Territory
8029,Day,Day,Territory
8031,Day,Day,Mudflats_Territory
8034,Day,Day,Mudflats_Territory
8036,Day,Day,Territory
8037,Day,Day,Mudflats_Territory
8038,Day,Day,Mudflats_Territory
8040,Day,Day,Territory
8041,Day,Day,Territory
8043,Day,Day,Mudflats_Territory
8045,Day,Day,Territory
8046,Day,Twilight,Territory
8049,Night,Twilight,Roost
8051,Night,Night,Mudflats_Territory
8052,Night,Night,Territory
8053,Night,Night,Territory
8054,Night,Night,Territory
8055,Night,Night,Territory
8056,Night,Night,Territory
8057,Night,Night,Territory
8058,Night,Night,Mudflats_Territory
8061,Night,Night,Mudflats_Territory
8062,Night,Night,Mudflats_Territory
8063,Night,Night,Territory
8065,Night,Night,Mudflats
8067,Night,Night,Mudflats
8068,Night,Twilight,Mudflats
8069,Night,Twilight,Mudflats
8070,Night,Twilight,Mudflats
8071,Night,Twilight,Mudflats
8073,Day,Twilight,Mudflats_Territory
8075,Day,Twilight,Mudflats_Territory
8077,Day,Twilight,Mudflats_Territory
8079,Day,Day,Territory
8081,Day,Day,Territory
8082,Day,Day,Territory
8083,Day,Day,Territory
8084,Day,Day,Mudflats_Territory
8086,Day,Day,Territory
8087,Day,Day,Territory
8089,Day,Day,Territory
8091,Day,Day,Territory
8092,Day,Day,Territory
8094,Day,Day,Territory
8095,Day,Day,Territory
8096,Day,Day,Territory
8097,Day,Day,Territory
8098,Day,Day,Territory
8099,Day,Day,Territory
8100,Day,Day,Territory
8101,Day,Day,Territory
8102,Day,Day,Territory
8104,Day,Day,Territory
8105,Day,Day,Territory
8106,Day,Day,Territory
8107,Day,Day,Territory
8113,Day,Day,Mudflats_Territory
8114,Day,Day,Mudflats_Territory
8115,Day,Day,Territory
8116,Day,Day,Mudflats_Territory
8117,Day,Day,Mudflats_Territory
8118,Day,Day,Territory
8119,Day,Day,Territory
8120,Day,Day,Territory
8122,Day,Day,Territory
8123,Day,Day,Territory
8125,Day,Day,Territory
8126,Day,Day,Territory
8127,Day,Day,Territory
8128,Day,Day,Territory
8129,Day,Day,Territory
8130,Day,Day,Territory
8131,Day,Day,Territory
8132,Day,Day,Territory
8134,Day,Day,Territory
8135,Day,Day,Territory
8137,Day,Day,Territory
8138,Day,Day,Territory
8139,Day,Day,Territory
8140,Day,Day,Territory
8141,Day,Day,Territory
8142,Day,Day,Territory
8143,Day,Day,Territory
8144,Day,Day,Territory
8145,Day,Day,Territory
8147,Day,Day,Territory
8148,Day,Day,Territory
8150,Day,Day,Territory
8151,Day,Day,Territory
8152,Day,Day,Territory
8153,Day,Day,Territory
8154,Day,Day,Territory
8155,Day,Day,Territory
8156,Day,Day,Territory
8157,Day,Day,Territory
8158,Day,Day,Territory
8160,Day,Day,Territory
8161,Day,Day,Territory
8163,Day,Day,Territory
8164,Day,Day,Mudflats_Territory
8165,Day,Day,Mudflats_Territory
8166,Day,Day,Mudflats_Territory
8167,Day,Day,Mudflats_Territory
8168,Day,Day,Mudflats_Territory
8169,Day,Day,Territory
8170,Day,Day,Territory
8171,Day,Day,Territory
8172,Day,Day,Mudflats_Territory
8173,Day,Day,Mudflats_Territory
8175,Day,Day,Mudflats_Territory
8176,Day,Day,Mudflats_Territory
8178,Day,Day,Mudflats_Territory
8179,Day,Day,Mudflats_Territory
8180,Day,Day,Mudflats_Territory
8181,Day,Day,Mudflats_Territory
8182,Day,Day,Mudflats_Territory
8183,Day,Day,Mudflats_Territory
8184,Day,Day,Mudflats_Territory
8185,Day,Day,Mudflats_Territory
8187,Day,Day,Mudflats_Territory
8188,Day,Day,Territory
8190,Day,Day,Territory
8191,Day,Day,Territory
8192,Day,Day,Territory
8193,Day,Day,Territory
8194,Day,Day,Territory
8195,Day,Day,Territory
8197,Day,Day,Territory
8198,Day,Day,Territory
8199,Day,Day,Territory
8200,Day,Day,Territory
8203,Day,Day,Mudflats_Territory
8204,Day,Day,Mudflats_Territory
8205,Day,Day,Mudflats_Territory
8206,Day,Day,Mudflats_Territory
8207,Day,Day,Mudflats_Territory
8208,Day,Day,Mudflats_Territory
8209,Day,Day,Mudflats_Territory
8210,Day,Day,Mudflats_Territory
8211,Day,Day,Mudflats_Territory
8212,Day,Day,Mudflats_Territory
8213,Day,Day,Mudflats_Territory
8214,Day,Day,Mudflats_Territory
8215,Day,Day,Mudflats_Territory
8216,Day,Day,Mudflats_Territory
8218,Day,Day,Mudflats_Territory
8219,Day,Day,Mudflats_Territory
8220,Day,Day,Mudflats_Territory
8221,Day,Day,Mudflats_Territory
8222,Day,Day,Mudflats_Territory
8225,Day,Day,Mudflats_Territory
8226,Day,Day,Mudflats_Territory
8227,Day,Day,Territory
8228,Day,Day,Territory
8229,Day,Day,Mudflats_Territory
8230,Day,Day,Mudflats_Territory
8231,Day,Day,Mudflats_Territory
8232,Day,Day,Mudflats_Territory
8233,Day,Day,Mudflats_Territory
8235,Day,Day,Mudflats
8236,Day,Day,Mudflats
8239,Day,Day,Mudflats
8240,Day,Day,Mudflats
8241,Day,Day,Mudflats
8242,Day,Day,Mudflats_Territory
8243,Day,Day,Mudflats_Territory
8244,Day,Day,Mudflats_Territory
8247,Day,Day,Mudflats_Territory
8250,Day,Day,Mudflats_Territory
8251,Day,Day,Territory
8252,Day,Day,Territory
8253,Day,Day,Territory
8254,Day,Day,Territory
8256,Day,Twilight,Territory
8260,Night,Night,Territory
8262,Night,Night,Territory
8263,Night,Night,Mudflats_Territory
8264,Night,Night,Territory
8265,Night,Night,Mudflats_Territory
8266,Night,Night,Territory
8267,Night,Night,Territory
8268,Night,Night,Territory
8269,Night,Night,Territory
8270,Night,Night,Mudflats
8271,Night,Twilight,Mudflats
8273,Day,Twilight,Territory
8275,Day,Day,Territory
8276,Day,Day,Territory
8279,Day,Day,Roost
8280,Day,Day,Roost
8281,Day,Day,Roost
8286,Day,Day,Territory
8287,Day,Day,Territory
8289,Day,Day,Territory
8290,Day,Day,Territory
8291,Day,Day,Mudflats_Territory
8292,Day,Day,Mudflats_Territory
8295,Day,Day,Territory
8296,Day,Day,Mudflats_Territory
8296,Day,Day,Mudflats_Territory
8297,Day,Day,Mudflats_Territory
8297,Day,Day,Mudflats_Territory
8298,Day,Day,Mudflats_Territory
8299,Day,Day,Mudflats_Territory
8300,Day,Day,Mudflats_Territory
8301,Day,Day,Mudflats_Territory
8302,Day,Day,Mudflats_Territory
8303,Day,Day,Mudflats_Territory
8304,Day,Day,Mudflats_Territory
8305,Day,Day,Mudflats_Territory
8306,Day,Day,Mudflats_Territory
8307,Day,Day,Mudflats_Territory
8308,Day,Day,Mudflats_Territory
8309,Day,Day,Mudflats_Territory
8312,Day,Day,Mudflats_Territory
8315,Day,Day,Mudflats_Territory
8316,Day,Day,Mudflats_Territory
8317,Day,Day,Mudflats_Territory
8318,Day,Day,Mudflats_Territory
8319,Day,Day,Mudflats_Territory
8320,Day,Day,Mudflats_Territory
8321,Day,Day,Mudflats_Territory
8322,Day,Day,Mudflats_Territory
8323,Day,Day,Mudflats_Territory
8324,Day,Day,Mudflats_Territory
8325,Day,Day,Mudflats_Territory
8327,Day,Day,Mudflats_Territory
8328,Day,Day,Mudflats_Territory
8330,Day,Day,Mudflats_Territory
8331,Day,Day,Mudflats_Territory
8332,Day,Day,Mudflats_Territory
8333,Day,Day,Mudflats_Territory
8334,Day,Day,Mudflats_Territory
8335,Day,Day,Mudflats_Territory
8336,Day,Day,Mudflats_Territory
8337,Day,Day,Mudflats_Territory
8338,Day,Day,Mudflats_Territory
8340,Day,Day,Mudflats_Territory
8341,Day,Day,Mudflats_Territory
8342,Day,Day,Mudflats_Territory
8343,Day,Day,Mudflats_Territory
8344,Day,Day,Mudflats_Territory
8345,Day,Day,Mudflats_Territory
8346,Day,Day,Mudflats_Territory
8347,Day,Day,Mudflats_Territory
8348,Day,Day,Mudflats_Territory
8349,Day,Day,Mudflats_Territory
8350,Day,Day,Mudflats_Territory
8353,Day,Day,Mudflats_Territory
8354,Day,Day,Mudflats_Territory
8355,Day,Day,Mudflats_Territory
8356,Day,Day,Mudflats_Territory
8357,Day,Day,Mudflats_Territory
8358,Day,Day,Mudflats_Territory
8359,Day,Day,Mudflats_Territory
8360,Day,Day,Mudflats_Territory
8362,Day,Day,Mudflats_Territory
8363,Day,Day,Mudflats_Territory
8366,Day,Day,Mudflats_Territory
8368,Day,Day,Mudflats_Territory
8369,Day,Day,Mudflats_Territory
8370,Day,Day,Mudflats_Territory
8371,Day,Day,Mudflats_Territory
8372,Day,Day,Mudflats_Territory
8373,Day,Day,Mudflats_Territory
8374,Day,Day,Mudflats_Territory
8375,Day,Day,Mudflats_Territory
8377,Day,Day,Mudflats_Territory
8380,Day,Day,Mudflats_Territory
8381,Day,Day,Mudflats_Territory
8382,Day,Day,Mudflats_Territory
8383,Day,Day,Mudflats_Territory
8384,Day,Day,Mudflats_Territory
8385,Day,Day,Mudflats_Territory
8386,Day,Day,Mudflats_Territory
8387,Day,Day,Mudflats_Territory
8388,Day,Day,Mudflats_Territory
8389,Day,Day,Mudflats_Territory
8390,Day,Day,Mudflats_Territory
8393,Day,Day,Mudflats_Territory
8395,Day,Day,Mudflats_Territory
8396,Day,Day,Mudflats_Territory
8397,Day,Day,Mudflats_Territory
8398,Day,Day,Mudflats_Territory
8399,Day,Day,Mudflats_Territory
8400,Day,Day,Mudflats_Territory
8401,Day,Day,Mudflats_Territory
8402,Day,Day,Mudflats_Territory
8403,Day,Day,Mudflats_Territory
8404,Day,Day,Mudflats_Territory
8405,Day,Day,Mudflats_Territory
8406,Day,Day,Mudflats_Territory
8409,Day,Day,Mudflats_Territory
8411,Day,Day,Mudflats_Territory
8412,Day,Day,Mudflats_Territory
8415,Day,Day,Mudflats_Territory
8416,Day,Day,Mudflats_Territory
8421,Day,Day,Mudflats_Territory
8423,Day,Day,Territory
8424,Day,Day,Mudflats_Territory
8425,Day,Day,Mudflats_Territory
8426,Day,Day,Territory
8427,Day,Day,Territory
8430,Day,Day,Territory
8433,Day,Twilight,Territory
8434,Day,Twilight,Territory
8435,Day,Twilight,Territory
8437,Day,Twilight,Territory
8438,Night,Twilight,Territory
8440,Night,Twilight,Roost
8442,Night,Twilight,Roost
8443,Night,Twilight,Roost
8444,Night,Night,Roost
8445,Night,Night,Roost
8446,Night,Night,Roost
8448,Night,Night,Roost
8449,Night,Night,Roost
8451,Night,Night,Roost
8452,Night,Night,Roost
8453,Night,Night,Roost
8454,Night,Night,Roost
8456,Night,Night,Roost
8458,Night,Night,Roost
8459,Night,Night,Roost
8460,Night,Night,Roost
8464,Night,Night,Territory
8465,Night,Night,Territory
8466,Night,Night,Territory
8469,Night,Night,Territory
8472,Night,Night,Mudflats_Territory
8473,Night,Night,Mudflats_Territory
8474,Night,Twilight,Territory
8475,Night,Twilight,Territory
8476,Night,Twilight,Mudflats
8477,Night,Twilight,Mudflats
8478,Night,Twilight,Territory
8481,Day,Twilight,Territory
8482,Day,Twilight,Mudflats_Territory
8485,Day,Day,Territory
8487,Day,Day,Mudflats_Territory
8488,Day,Day,Mudflats_Territory
8489,Day,Day,Mudflats_Territory
8490,Day,Day,Territory
8491,Day,Day,Territory
8492,Day,Day,Territory
8496,Day,Day,Territory
8497,Day,Day,Territory
8499,Day,Day,Territory
8501,Day,Day,Territory
8502,Day,Day,Roost
8503,Day,Day,Roost
8506,Day,Day,Roost
8509,Day,Day,Roost
8510,Day,Day,Roost
8511,Day,Day,Roost
8514,Day,Day,Roost
8516,Day,Day,Roost
8518,Day,Day,Roost
8519,Day,Day,Roost
8520,Day,Day,Territory
8521,Day,Day,Territory
8522,Day,Day,Territory
8522,Day,Day,Territory
8523,Day,Day,Territory
8524,Day,Day,Territory
8525,Day,Day,Territory
8526,Day,Day,Territory
8527,Day,Day,Territory
8528,Day,Day,Territory
8529,Day,Day,Territory
8530,Day,Day,Territory
8531,Day,Day,Mudflats_Territory
8532,Day,Day,Mudflats_Territory
8532,Day,Day,Mudflats_Territory
8534,Day,Day,Mudflats
8535,Day,Day,Mudflats
8538,Day,Day,Mudflats
8539,Day,Day,Mudflats_Territory
8540,Day,Day,Mudflats_Territory
8541,Day,Day,Mudflats_Territory
8542,Day,Day,Mudflats_Territory
8543,Day,Day,Mudflats_Territory
8544,Day,Day,Mudflats_Territory
8546,Day,Day,Mudflats_Territory
8547,Day,Day,Mudflats_Territory
8548,Day,Day,Mudflats_Territory
8550,Day,Day,Mudflats_Territory
8551,Day,Day,Mudflats_Territory
8553,Day,Day,Mudflats_Territory
8554,Day,Day,Mudflats_Territory
8555,Day,Day,Mudflats_Territory
8556,Day,Day,Mudflats_Territory
8557,Day,Day,Mudflats_Territory
8558,Day,Day,Mudflats_Territory
8559,Day,Day,Mudflats_Territory
8561,Day,Day,Mudflats_Territory
8562,Day,Day,Mudflats_Territory
8564,Day,Day,Mudflats_Territory
8566,Day,Day,Mudflats_Territory
8567,Day,Day,Mudflats_Territory
8568,Day,Day,Mudflats_Territory
8569,Day,Day,Mudflats_Territory
8570,Day,Day,Mudflats_Territory
8571,Day,Day,Mudflats_Territory
8572,Day,Day,Mudflats_Territory
8573,Day,Day,Mudflats_Territory
8574,Day,Day,Mudflats_Territory
8577,Day,Day,Mudflats_Territory
8578,Day,Day,Mudflats_Territory
8579,Day,Day,Mudflats_Territory
8580,Day,Day,Mudflats_Territory
8581,Day,Day,Mudflats_Territory
8582,Day,Day,Mudflats_Territory
8583,Day,Day,Mudflats_Territory
8584,Day,Day,Mudflats_Territory
8585,Day,Day,Mudflats_Territory
8586,Day,Day,Mudflats_Territory
8587,Day,Day,Mudflats_Territory
8589,Day,Day,Mudflats_Territory
8590,Day,Day,Mudflats_Territory
8591,Day,Day,Mudflats_Territory
8592,Day,Day,Mudflats_Territory
8594,Day,Day,Mudflats_Territory
8595,Day,Day,Mudflats_Territory
8598,Day,Day,Mudflats_Territory
8599,Day,Day,Mudflats_Territory
8600,Day,Day,Mudflats_Territory
8601,Day,Day,Mudflats_Territory
8604,Day,Day,Mudflats_Territory
8605,Day,Day,Mudflats_Territory
8606,Day,Day,Mudflats_Territory
8607,Day,Day,Mudflats_Territory
8609,Day,Day,Mudflats_Territory
8610,Day,Day,Mudflats_Territory
8612,Day,Day,Mudflats
8613,Day,Day,Mudflats
8614,Day,Day,Mudflats
8616,Day,Day,Mudflats_Territory
8617,Day,Day,Mudflats_Territory
8618,Day,Day,Mudflats_Territory
8623,Day,Day,Territory
8624,Day,Day,Territory
8625,Day,Twilight,Territory
8626,Day,Twilight,Territory
8627,Night,Twilight,Territory
8628,Night,Twilight,Territory
8629,Night,Night,Territory
8633,Night,Night,Territory
8635,Night,Night,Territory
8636,Night,Night,Mudflats_Territory
8637,Night,Night,Mudflats_Territory
8638,Night,Night,Territory
8639,Night,Night,Territory
8640,Night,Night,Territory
8641,Night,Night,Territory
8643,Night,Night,Territory
8644,Night,Twilight,Mudflats_Territory
8647,Night,Twilight,Mudflats_Territory
8648,Night,Twilight,Mudflats
8649,Day,Twilight,Mudflats
8650,Day,Twilight,Mudflats
8651,Day,Twilight,Mudflats
8652,Day,Twilight,Mudflats
8653,Day,Twilight,Territory
8654,Day,Twilight,Territory
8655,Day,Day,Territory
8657,Day,Day,Mudflats_Territory
8658,Day,Day,Mudflats_Territory
8661,Day,Day,Mudflats_Territory
8662,Day,Day,Mudflats_Territory
8663,Day,Day,Territory
8665,Day,Day,Territory
8666,Day,Day,Territory
8667,Day,Day,Mudflats_Territory
8668,Day,Day,Mudflats_Territory
8669,Day,Day,Territory
8671,Day,Day,Territory
8672,Day,Day,Territory
8673,Day,Day,Territory
8675,Day,Day,Territory
8676,Day,Day,Territory
8678,Day,Day,Territory
8680,Day,Day,Territory
8682,Day,Day,Territory
8683,Day,Day,Territory
8685,Day,Day,Territory
8686,Day,Day,Territory
8687,Day,Day,Territory
8688,Day,Day,Territory
8689,Day,Day,Territory
8690,Day,Day,Territory
8691,Day,Day,Territory
8692,Day,Day,Territory
8693,Day,Day,Territory
8694,Day,Day,Territory
8695,Day,Day,Territory
8696,Day,Day,Territory
8697,Day,Day,Territory
8699,Day,Day,Mudflats_Territory
8700,Day,Day,Territory
8701,Day,Day,Territory
8701,Day,Day,Territory
8702,Day,Day,Territory
8703,Day,Day,Mudflats_Territory
8703,Day,Day,Mudflats_Territory
8704,Day,Day,Mudflats_Territory
8706,Day,Day,Mudflats_Territory
8707,Day,Day,Mudflats_Territory
8708,Day,Day,Territory
8710,Day,Day,Territory
8712,Day,Day,Mudflats_Territory
8713,Day,Day,Mudflats_Territory
8718,Day,Day,Mudflats_Territory
8719,Day,Day,Mudflats_Territory
8720,Day,Day,Mudflats_Territory
8722,Day,Day,Mudflats_Territory
8723,Day,Day,Mudflats_Territory
8724,Day,Day,Mudflats_Territory
8726,Day,Day,Mudflats_Territory
8727,Day,Day,Mudflats_Territory
8728,Day,Day,Mudflats_Territory
8729,Day,Day,Mudflats_Territory
8730,Day,Day,Mudflats_Territory
8731,Day,Day,Mudflats_Territory
8733,Day,Day,Mudflats_Territory
8734,Day,Day,Mudflats_Territory
8735,Day,Day,Mudflats_Territory
8737,Day,Day,Mudflats_Territory
8738,Day,Day,Mudflats_Territory
8739,Day,Day,Territory
8742,Day,Day,Mudflats_Territory
8744,Day,Day,Mudflats_Territory
8745,Day,Day,Mudflats_Territory
8746,Day,Day,Mudflats_Territory
8748,Day,Day,Mudflats_Territory
8749,Day,Day,Mudflats_Territory
8750,Day,Day,Mudflats_Territory
8752,Day,Day,Mudflats_Territory
8753,Day,Day,Territory
8754,Day,Day,Mudflats_Territory
8759,Day,Day,Mudflats_Territory
8760,Day,Day,Mudflats_Territory
8761,Day,Day,Mudflats_Territory
8763,Day,Day,Mudflats_Territory
8764,Day,Day,Mudflats_Territory
8765,Day,Day,Mudflats_Territory
8767,Day,Day,Mudflats_Territory
8768,Day,Day,Mudflats_Territory
8769,Day,Day,Mudflats_Territory
8770,Day,Day,Mudflats_Territory
8771,Day,Day,Mudflats_Territory
8772,Day,Day,Mudflats_Territory
8774,Day,Day,Mudflats_Territory
8775,Day,Day,Mudflats_Territory
8776,Day,Day,Mudflats_Territory
8778,Day,Day,Mudflats_Territory
8779,Day,Day,Mudflats_Territory
8780,Day,Day,Mudflats_Territory
