obsID,timelbl2,timelbl3,place
3333,Night,Night,Mudflats_Territory
3334,Night,Night,Mudflats_Territory
3335,Night,Night,Mudflats_Territory
3336,Night,Night,Mudflats_Territory
3337,Night,Night,Mudflats_Territory
3340,Night,Night,Mudflats_Territory
3341,Night,Night,Territory
3343,Night,Night,Mudflats_Territory
3345,Night,Night,Mudflats_Territory
3346,Night,Night,Mudflats_Territory
3350,Night,Twilight,Mudflats_Territory
3351,Night,Twilight,Mudflats_Territory
3354,Day,Twilight,Mudflats_Territory
3355,Day,Twilight,Mudflats_Territory
3357,Day,Twilight,Mudflats_Territory
3358,Day,Day,Mudflats_Territory
3359,Day,Day,Mudflats_Territory
3360,Day,Day,Mudflats_Territory
3361,Day,Day,Mudflats_Territory
3362,Day,Day,Mudflats_Territory
3365,Day,Day,Mudflats_Territory
3367,Day,Day,Mudflats_Territory
3369,Day,Day,Mudflats_Territory
3371,Day,Day,Mudflats_Territory
3372,Day,Day,Mudflats_Territory
3373,Day,Day,Mudflats_Territory
3374,Day,Day,Mudflats_Territory
3375,Day,Day,Mudflats_Territory
3376,Day,Day,Mudflats_Territory
3379,Day,Day,Mudflats_Territory
3380,Day,Day,Mudflats_Territory
3381,Day,Day,Mudflats_Territory
3382,Day,Day,Mudflats_Territory
3383,Day,Day,Mudflats_Territory
3385,Day,Day,Mudflats_Territory
3386,Day,Day,Mudflats_Territory
3387,Day,Day,Mudflats_Territory
3388,Day,Day,Mudflats_Territory
3389,Day,Day,Mudflats_Territory
3390,Day,Day,Mudflats_Territory
3391,Day,Day,Mudflats_Territory
3392,Day,Day,Mudflats_Territory
3393,Day,Day,Mudflats_Territory
3394,Day,Day,Mudflats_Territory
3395,Day,Day,Mudflats_Territory
3396,Day,Day,Mudflats_Territory
3398,Day,Day,Mudflats_Territory
3400,Day,Day,Mudflats_Territory
3401,Day,Day,Mudflats_Territory
3402,Day,Day,Mudflats_Territory
3403,Day,Day,Mudflats_Territory
3404,Day,Day,Mudflats_Territory
3405,Day,Day,Mudflats_Territory
3406,Day,Day,Mudflats_Territory
3407,Day,Day,Mudflats_Territory
3408,Day,Day,Mudflats_Territory
3409,Day,Day,Mudflats_Territory
3410,Day,Day,Mudflats_Territory
3412,Day,Day,Mudflats_Territory
3413,Day,Day,Mudflats_Territory
3415,Day,Day,Mudflats_Territory
3416,Day,Day,Mudflats_Territory
3417,Day,Day,Mudflats_Territory
3418,Day,Day,Mudflats_Territory
3419,Day,Day,Mudflats_Territory
3421,Day,Day,Mudflats_Territory
3422,Day,Day,Mudflats_Territory
3423,Day,Day,Mudflats_Territory
3424,Day,Day,Mudflats_Territory
3425,Day,Day,Mudflats_Territory
3426,Day,Day,Mudflats
3427,Day,Day,Roost
3429,Day,Day,Mudflats
3430,Day,Day,Roost
3431,Day,Day,Roost
3432,Day,Day,Roost
3435,Day,Day,Roost
3436,Day,Day,Roost
3437,Day,Day,Roost
3438,Day,Day,Roost
3439,Day,Day,Roost
3440,Day,Day,Roost
3442,Day,Day,Roost
3443,Day,Day,Roost
3444,Day,Day,Roost
3445,Day,Day,Roost
3446,Day,Day,Roost
3447,Day,Day,Roost
3448,Day,Day,Roost
3450,Day,Day,Roost
3451,Day,Day,Roost
3452,Day,Day,Roost
3454,Day,Day,Roost
3455,Day,Day,Roost
3456,Day,Day,Roost
3457,Day,Day,Roost
3459,Day,Day,Roost
3460,Day,Day,Mudflats_Territory
3461,Day,Day,Mudflats_Territory
3463,Day,Day,Mudflats_Territory
3464,Day,Day,Mudflats_Territory
3465,Day,Day,Mudflats_Territory
3466,Day,Day,Mudflats_Territory
3467,Day,Day,Mudflats_Territory
3468,Day,Day,Mudflats_Territory
3469,Day,Day,Mudflats_Territory
3470,Day,Day,Mudflats_Territory
3471,Day,Day,Mudflats_Territory
3472,Day,Day,Mudflats_Territory
3473,Day,Day,Mudflats_Territory
3476,Day,Day,Mudflats_Territory
3477,Day,Day,Mudflats_Territory
3478,Day,Day,Mudflats_Territory
3479,Day,Day,Mudflats_Territory
3480,Day,Day,Mudflats_Territory
3481,Day,Day,Mudflats_Territory
3482,Day,Day,Mudflats_Territory
3484,Day,Day,Mudflats_Territory
3485,Day,Day,Mudflats_Territory
3487,Day,Day,Mudflats_Territory
3488,Day,Day,Mudflats_Territory
3489,Day,Day,Mudflats_Territory
3490,Day,Day,Mudflats_Territory
3491,Day,Twilight,Mudflats_Territory
3492,Day,Twilight,Mudflats_Territory
3493,Day,Twilight,Mudflats_Territory
3495,Day,Twilight,Mudflats_Territory
3497,Day,Day,Mudflats_Territory
3498,Day,Day,Mudflats_Territory
3499,Day,Day,Mudflats_Territory
3500,Day,Day,Mudflats_Territory
3502,Day,Day,Mudflats_Territory
3503,Day,Day,Mudflats_Territory
3504,Day,Day,Mudflats_Territory
3505,Day,Day,Mudflats_Territory
3506,Day,Day,Mudflats_Territory
3507,Day,Day,Mudflats_Territory
3508,Day,Day,Mudflats_Territory
3510,Day,Day,Mudflats_Territory
3511,Day,Day,Mudflats_Territory
3512,Day,Day,Territory
3513,Day,Day,Mudflats_Territory
3514,Day,Day,Territory
3515,Day,Day,Mudflats_Territory
3516,Day,Day,Mudflats_Territory
3517,Day,Day,Mudflats_Territory
3518,Day,Day,Mudflats_Territory
3521,Day,Day,Mudflats_Territory
3522,Day,Day,Mudflats_Territory
3523,Day,Day,Mudflats_Territory
3524,Day,Day,Mudflats_Territory
3525,Day,Day,Mudflats_Territory
3527,Day,Day,Mudflats_Territory
3528,Day,Day,Mudflats_Territory
3530,Day,Day,Mudflats_Territory
3531,Day,Day,Mudflats_Territory
3534,Day,Day,Mudflats_Territory
3535,Day,Day,Mudflats_Territory
3538,Day,Day,Mudflats_Territory
3541,Day,Day,Mudflats_Territory
3542,Day,Day,Mudflats_Territory
3544,Day,Day,Mudflats_Territory
3546,Day,Twilight,Mudflats_Territory
3547,Day,Twilight,Mudflats_Territory
3549,Day,Twilight,Mudflats_Territory
3552,Night,Twilight,Mudflats_Territory
3555,Night,Twilight,Mudflats_Territory
3557,Night,Night,Mudflats_Territory
3558,Night,Night,Mudflats_Territory
3559,Night,Night,Mudflats_Territory
3560,Night,Night,Mudflats_Territory
3561,Night,Night,Mudflats_Territory
3562,Night,Night,Mudflats_Territory
3564,Night,Night,Mudflats_Territory
3565,Night,Night,Mudflats_Territory
3567,Night,Night,Mudflats_Territory
3568,Night,Night,Mudflats_Territory
3569,Night,Night,Mudflats_Territory
3570,Night,Night,Mudflats_Territory
3571,Night,Night,Mudflats_Territory
3572,Night,Night,Mudflats_Territory
3573,Night,Night,Mudflats_Territory
3574,Night,Night,Mudflats_Territory
3577,Night,Night,Mudflats_Territory
3578,Night,Night,Mudflats_Territory
3580,Night,Night,Mudflats_Territory
3582,Night,Night,Mudflats_Territory
3583,Night,Night,Mudflats_Territory
3584,Night,Night,Mudflats_Territory
3585,Night,Night,Mudflats_Territory
3586,Night,Night,Mudflats_Territory
3587,Night,Night,Mudflats_Territory
3588,Night,Night,Mudflats_Territory
3591,Night,Twilight,Mudflats_Territory
3592,Night,Twilight,Mudflats_Territory
3593,Night,Twilight,Territory
3594,Night,Twilight,Mudflats_Territory
3595,Day,Twilight,Territory
3596,Day,Twilight,Mudflats_Territory
3598,Day,Twilight,Mudflats_Territory
3599,Day,Twilight,Territory
3600,Day,Twilight,Territory
3601,Day,Day,Mudflats_Territory
3602,Day,Day,Territory
3603,Day,Day,Territory
3604,Day,Day,Mudflats_Territory
3605,Day,Day,Mudflats_Territory
3606,Day,Day,Mudflats_Territory
3607,Day,Day,Territory
3608,Day,Day,Mudflats_Territory
3609,Day,Day,Mudflats_Territory
3610,Day,Day,Mudflats_Territory
3611,Day,Day,Mudflats
3614,Day,Day,Mudflats
3615,Day,Day,Mudflats
3617,Day,Day,Mudflats
3619,Day,Day,Mudflats
3620,Day,Day,Mudflats
3622,Day,Day,Mudflats
3623,Day,Day,Mudflats
3625,Day,Day,Mudflats_Territory
3627,Day,Day,Mudflats_Territory
3628,Day,Day,Mudflats_Territory
3630,Day,Day,Mudflats_Territory
3631,Day,Day,Mudflats_Territory
3633,Day,Day,Mudflats_Territory
3635,Day,Day,Mudflats_Territory
3636,Day,Day,Mudflats_Territory
3638,Day,Day,Mudflats_Territory
3639,Day,Day,Mudflats_Territory
3640,Day,Day,Mudflats_Territory
3641,Day,Day,Mudflats_Territory
3642,Day,Day,Mudflats_Territory
3643,Day,Day,Mudflats_Territory
3644,Day,Day,Mudflats_Territory
3645,Day,Day,Mudflats_Territory
3646,Day,Day,Mudflats_Territory
3648,Day,Day,Mudflats_Territory
3649,Day,Day,Mudflats_Territory
3650,Day,Day,Mudflats_Territory
3651,Day,Day,Mudflats_Territory
3652,Day,Day,Mudflats_Territory
3653,Day,Day,Mudflats_Territory
3654,Day,Day,Mudflats_Territory
3655,Day,Day,Mudflats_Territory
3656,Day,Day,Mudflats_Territory
3658,Day,Day,Mudflats_Territory
3659,Day,Day,Mudflats_Territory
3662,Day,Day,Mudflats_Territory
3663,Day,Day,Mudflats_Territory
3665,Day,Day,Territory
3666,Day,Day,Mudflats_Territory
3667,Day,Day,Roost
3669,Day,Day,Roost
3671,Day,Day,Roost
3672,Day,Day,Roost
3673,Day,Day,Roost
3674,Day,Day,Mudflats_Territory
3675,Day,Day,Mudflats_Territory
3677,Day,Day,Mudflats_Territory
3678,Day,Day,Mudflats_Territory
3679,Day,Day,Mudflats_Territory
3680,Day,Day,Mudflats_Territory
3681,Day,Day,Mudflats_Territory
3684,Day,Day,Mudflats_Territory
3687,Day,Twilight,Mudflats_Territory
3688,Day,Twilight,Mudflats_Territory
3689,Day,Twilight,Mudflats_Territory
3693,Night,Twilight,Mudflats_Territory
3694,Night,Twilight,Mudflats_Territory
3695,Night,Twilight,Mudflats_Territory
3696,Night,Twilight,Mudflats_Territory
3698,Night,Night,Mudflats_Territory
3700,Night,Night,Mudflats_Territory
3702,Night,Night,Mudflats_Territory
3703,Night,Night,Mudflats_Territory
3704,Night,Night,Mudflats_Territory
3705,Night,Night,Mudflats_Territory
3707,Night,Night,Mudflats_Territory
3710,Night,Night,Mudflats_Territory
3711,Night,Night,Mudflats_Territory
3713,Night,Night,Mudflats_Territory
3715,Night,Night,Mudflats_Territory
3716,Night,Night,Mudflats_Territory
3719,Night,Night,Mudflats_Territory
3720,Night,Night,Mudflats_Territory
3721,Night,Night,Mudflats_Territory
3724,Night,Night,Mudflats_Territory
3725,Night,Night,Mudflats_Territory
3726,Night,Night,Mudflats_Territory
3727,Night,Night,Mudflats_Territory
3728,Night,Night,Mudflats_Territory
3729,Night,Night,Mudflats_Territory
3731,Night,Twilight,Mudflats_Territory
3735,Night,Twilight,Territory
3736,Day,Twilight,Territory
3737,Day,Twilight,Territory
3738,Day,Twilight,Territory
3739,Day,Twilight,Territory
3740,Day,Twilight,Mudflats_Territory
3741,Day,Twilight,Territory
3742,Day,Day,Territory
3743,Day,Day,Territory
3744,Day,Day,Mudflats_Territory
3745,Day,Day,Mudflats_Territory
3747,Day,Day,Mudflats_Territory
3748,Day,Day,Mudflats_Territory
3750,Day,Day,Mudflats_Territory
3751,Day,Day,Territory
3752,Day,Day,Territory
3753,Day,Day,Mudflats_Territory
3756,Day,Day,Mudflats_Territory
3758,Day,Day,Mudflats_Territory
3759,Day,Day,Mudflats_Territory
3760,Day,Day,Mudflats_Territory
3761,Day,Day,Mudflats_Territory
3763,Day,Day,Mudflats_Territory
3765,Day,Day,Mudflats_Territory
3766,Day,Day,Mudflats_Territory
3768,Day,Day,Mudflats_Territory
3769,Day,Day,Mudflats_Territory
3770,Day,Day,Mudflats_Territory
3774,Day,Day,Mudflats_Territory
3775,Day,Day,Mudflats_Territory
3776,Day,Day,Mudflats_Territory
3777,Day,Day,Mudflats_Territory
3778,Day,Day,Mudflats_Territory
3779,Day,Day,Mudflats_Territory
3780,Day,Day,Mudflats_Territory
3781,Day,Day,Mudflats_Territory
3782,Day,Day,Mudflats_Territory
3783,Day,Day,Mudflats_Territory
3784,Day,Day,Mudflats_Territory
3786,Day,Day,Mudflats_Territory
3787,Day,Day,Mudflats_Territory
3788,Day,Day,Mudflats_Territory
3789,Day,Day,Mudflats_Territory
3790,Day,Day,Mudflats_Territory
3791,Day,Day,Mudflats_Territory
3792,Day,Day,Mudflats_Territory
3793,Day,Day,Mudflats_Territory
3794,Day,Day,Mudflats_Territory
3797,Day,Day,Mudflats_Territory
3799,Day,Day,Mudflats_Territory
3800,Day,Day,Mudflats_Territory
3801,Day,Day,Mudflats_Territory
3805,Day,Day,Roost
3806,Day,Day,Roost
3808,Day,Day,Mudflats_Territory
3810,Day,Day,Mudflats_Territory
3811,Day,Twilight,Mudflats_Territory
3812,Day,Twilight,Mudflats_Territory
3813,Night,Twilight,Mudflats_Territory
3814,Night,Twilight,Mudflats_Territory
3815,Night,Night,Mudflats_Territory
3816,Night,Night,Mudflats_Territory
3817,Night,Night,Mudflats_Territory
3820,Night,Night,Mudflats_Territory
3822,Night,Night,Mudflats_Territory
3824,Night,Night,Mudflats_Territory
3827,Night,Twilight,Mudflats_Territory
3828,Day,Twilight,Mudflats_Territory
3829,Day,Twilight,Mudflats_Territory
3830,Day,Day,Mudflats_Territory
3832,Day,Day,Roost
3833,Day,Day,Roost
3834,Day,Day,Roost
3835,Day,Day,Roost
3836,Day,Day,Roost
3840,Day,Day,Mudflats_Territory
3841,Day,Day,Mudflats_Territory
3842,Day,Day,Mudflats
3843,Day,Day,Mudflats
3844,Day,Day,Mudflats
3845,Day,Day,Mudflats
3846,Day,Day,Mudflats_Territory
3847,Day,Day,Mudflats_Territory
3848,Day,Day,Mudflats_Territory
3850,Day,Day,Mudflats_Territory
3851,Day,Day,Mudflats_Territory
3852,Day,Day,Mudflats_Territory
3853,Day,Day,Territory
3854,Day,Day,Territory
3855,Day,Day,Mudflats_Territory
3857,Day,Day,Mudflats_Territory
3858,Day,Twilight,Mudflats_Territory
3859,Day,Twilight,Mudflats_Territory
3862,Night,Night,Mudflats_Territory
3864,Night,Night,Mudflats_Territory
3867,Night,Night,Mudflats_Territory
3868,Night,Night,Mudflats_Territory
3870,Night,Night,Mudflats_Territory
3871,Night,Night,Mudflats_Territory
3873,Night,Twilight,Mudflats_Territory
3875,Day,Twilight,Mudflats_Territory
3876,Day,Twilight,Mudflats_Territory
3877,Day,Day,Mudflats_Territory
3878,Day,Day,Mudflats_Territory
3879,Day,Day,Mudflats_Territory
3880,Day,Day,Mudflats_Territory
3881,Day,Day,Mudflats_Territory
3885,Day,Day,Mudflats_Territory
3887,Day,Day,Mudflats_Territory
3888,Day,Day,Mudflats_Territory
3889,Day,Day,Mudflats_Territory
3890,Day,Day,Mudflats_Territory
3891,Day,Day,Mudflats_Territory
3892,Day,Day,Mudflats_Territory
3893,Day,Day,Mudflats_Territory
3894,Day,Day,Mudflats_Territory
3895,Day,Day,Mudflats_Territory
3896,Day,Day,Mudflats_Territory
3897,Day,Day,Mudflats_Territory
3898,Day,Day,Mudflats_Territory
3899,Day,Day,Territory
3902,Day,Day,Mudflats_Territory
3903,Day,Day,Mudflats_Territory
3904,Day,Twilight,Mudflats_Territory
3907,Night,Twilight,Mudflats_Territory
3908,Night,Night,Mudflats_Territory
3910,Night,Night,Mudflats_Territory
3911,Night,Night,Mudflats_Territory
3912,Night,Night,Mudflats_Territory
3913,Night,Night,Mudflats_Territory
3914,Night,Night,Mudflats_Territory
3915,Night,Night,Territory
3916,Night,Night,Mudflats_Territory
3917,Night,Night,Mudflats_Territory
3919,Night,Twilight,Mudflats_Territory
3920,Night,Twilight,Mudflats_Territory
3922,Day,Twilight,Mudflats_Territory
3923,Day,Day,Mudflats_Territory
3924,Day,Day,Mudflats_Territory
3925,Day,Day,Mudflats_Territory
3926,Day,Day,Mudflats_Territory
3928,Day,Day,Roost
3930,Day,Day,Roost
3932,Day,Day,Mudflats_Territory
3933,Day,Day,Mudflats_Territory
3934,Day,Day,Mudflats_Territory
3935,Day,Day,Mudflats_Territory
3936,Day,Day,Mudflats_Territory
3937,Day,Day,Mudflats_Territory
3938,Day,Day,Mudflats_Territory
3941,Day,Day,Mudflats_Territory
3943,Day,Day,Mudflats_Territory
3944,Day,Day,Mudflats_Territory
3945,Day,Day,Mudflats_Territory
3946,Day,Day,Mudflats_Territory
3947,Day,Day,Mudflats_Territory
3949,Day,Twilight,Mudflats_Territory
3951,Night,Twilight,Roost
3952,Night,Twilight,Roost
3953,Night,Night,Roost
3954,Night,Night,Roost
3956,Night,Night,Roost
3958,Night,Night,Roost
3959,Night,Night,Roost
3961,Night,Night,Mudflats_Territory
3963,Night,Night,Mudflats_Territory
3964,Night,Night,Mudflats_Territory
3965,Night,Twilight,Mudflats_Territory
3967,Day,Twilight,Mudflats_Territory
3968,Day,Twilight,Mudflats_Territory
3969,Day,Day,Mudflats_Territory
3970,Day,Day,Mudflats_Territory
3971,Day,Day,Mudflats_Territory
3972,Day,Day,Mudflats_Territory
3982,Day,Day,Territory
3983,Day,Day,Mudflats_Territory
3984,Day,Day,Mudflats_Territory
3986,Day,Day,Mudflats_Territory
3988,Day,Day,Mudflats_Territory
3991,Day,Day,Mudflats_Territory
3992,Day,Day,Mudflats_Territory
3993,Day,Day,Mudflats_Territory
3995,Day,Day,Mudflats_Territory
3996,Day,Day,Mudflats_Territory
3997,Day,Twilight,Mudflats_Territory
3998,Day,Twilight,Roost
3999,Night,Twilight,Roost
4001,Night,Night,Roost
4002,Night,Night,Roost
4003,Night,Night,Roost
4004,Night,Night,Roost
4005,Night,Night,Roost
4006,Night,Night,Roost
4007,Night,Night,Roost
4009,Night,Night,Territory
4010,Night,Night,Mudflats_Territory
4011,Night,Night,Mudflats_Territory
4012,Night,Night,Mudflats_Territory
4013,Night,Twilight,Mudflats_Territory
4015,Day,Twilight,Mudflats_Territory
4016,Day,Twilight,Mudflats_Territory
4017,Day,Day,Mudflats_Territory
4018,Day,Day,Mudflats_Territory
4019,Day,Day,Territory
4020,Day,Day,Mudflats_Territory
4021,Day,Day,Mudflats_Territory
4022,Day,Day,Territory
4024,Day,Day,Territory
4025,Day,Day,Territory
4026,Day,Day,Territory
4027,Day,Day,Territory
4028,Day,Day,Territory
4029,Day,Day,Territory
4031,Day,Day,Mudflats_Territory
4032,Day,Day,Mudflats_Territory
4033,Day,Day,Mudflats_Territory
4034,Day,Day,Mudflats_Territory
4035,Day,Day,Mudflats
4037,Day,Day,Mudflats_Territory
4038,Day,Day,Mudflats_Territory
4039,Day,Day,Mudflats_Territory
4040,Day,Day,Mudflats_Territory
4041,Day,Day,Mudflats_Territory
4042,Day,Day,Mudflats_Territory
4043,Day,Day,Mudflats_Territory
4045,Day,Twilight,Roost
4047,Night,Twilight,Roost
4048,Night,Night,Roost
4050,Night,Night,Roost
4051,Night,Night,Roost
4052,Night,Night,Roost
4053,Night,Night,Roost
4054,Night,Night,Roost
4055,Night,Night,Mudflats_Territory
4057,Night,Night,Mudflats_Territory
4058,Night,Night,Mudflats_Territory
4060,Night,Twilight,Mudflats_Territory
4061,Night,Twilight,Mudflats_Territory
4062,Day,Twilight,Mudflats_Territory
4063,Day,Twilight,Mudflats_Territory
4064,Day,Day,Mudflats_Territory
4065,Day,Day,Mudflats_Territory
4066,Day,Day,Mudflats_Territory
4068,Day,Day,Mudflats_Territory
4069,Day,Day,Mudflats_Territory
4070,Day,Day,Mudflats_Territory
4075,Day,Day,Roost
4076,Day,Day,Roost
4077,Day,Day,Roost
4078,Day,Day,Mudflats_Territory
4079,Day,Day,Mudflats_Territory
4080,Day,Day,Mudflats_Territory
4081,Day,Day,Mudflats_Territory
4082,Day,Day,Mudflats_Territory
4084,Day,Day,Mudflats_Territory
4086,Day,Day,Mudflats_Territory
4087,Day,Day,Mudflats_Territory
4089,Day,Day,Mudflats_Territory
4091,Day,Day,Mudflats_Territory
4092,Day,Twilight,Mudflats_Territory
4093,Day,Twilight,Mudflats
4094,Night,Twilight,Roost
4095,Night,Twilight,Roost
4097,Night,Night,Roost
4098,Night,Night,Roost
4100,Night,Night,Roost
4101,Night,Night,Roost
4102,Night,Night,Roost
4103,Night,Night,Roost
4104,Night,Night,Roost
4105,Night,Night,Mudflats_Territory
4106,Night,Night,Mudflats_Territory
4107,Night,Night,Mudflats_Territory
4108,Night,Twilight,Territory
4109,Night,Twilight,Mudflats_Territory
4110,Day,Twilight,Mudflats_Territory
4111,Day,Twilight,Mudflats_Territory
4112,Day,Day,Mudflats_Territory
4115,Day,Day,Mudflats_Territory
4117,Day,Day,Mudflats_Territory
4119,Day,Day,Mudflats_Territory
4120,Day,Day,Mudflats_Territory
4122,Day,Day,Territory
4123,Day,Day,Territory
4125,Day,Day,Territory
4127,Day,Day,Mudflats_Territory
4128,Day,Day,Mudflats_Territory
4129,Day,Day,Mudflats_Territory
4130,Day,Day,Mudflats_Territory
4131,Day,Day,Mudflats_Territory
4132,Day,Day,Mudflats_Territory
4133,Day,Day,Mudflats_Territory
4134,Day,Day,Mudflats_Territory
4135,Day,Day,Mudflats_Territory
4137,Day,Day,Mudflats_Territory
4138,Day,Twilight,Mudflats_Territory
4139,Day,Twilight,Mudflats_Territory
4140,Night,Twilight,Roost
4142,Night,Night,Roost
4143,Night,Night,Roost
4145,Night,Night,Roost
4146,Night,Night,Roost
4148,Night,Night,Roost
4149,Night,Night,Mudflats_Territory
4150,Night,Night,Mudflats_Territory
4151,Night,Night,Mudflats_Territory
4152,Night,Night,Mudflats_Territory
4155,Day,Twilight,Mudflats_Territory
4157,Day,Day,Mudflats_Territory
4159,Day,Day,Mudflats_Territory
4161,Day,Day,Mudflats_Territory
4162,Day,Day,Mudflats_Territory
4163,Day,Day,Mudflats_Territory
4166,Day,Day,Mudflats_Territory
4167,Day,Day,Mudflats_Territory
4168,Day,Day,Mudflats_Territory
4169,Day,Day,Mudflats_Territory
4170,Day,Day,Mudflats_Territory
4171,Day,Day,Roost
4172,Day,Day,Roost
4173,Day,Day,Roost
4174,Day,Day,Territory
4175,Day,Day,Mudflats_Territory
4177,Day,Day,Mudflats_Territory
4179,Day,Day,Mudflats_Territory
4181,Day,Day,Mudflats_Territory
4182,Day,Day,Mudflats_Territory
4183,Day,Day,Mudflats_Territory
4186,Night,Twilight,Mudflats_Territory
4188,Night,Night,Mudflats_Territory
4189,Night,Night,Mudflats_Territory
4190,Night,Night,Mudflats_Territory
4192,Night,Night,Roost
4194,Night,Night,Roost
4195,Night,Night,Mudflats_Territory
4196,Night,Night,Mudflats_Territory
4198,Night,Night,Mudflats_Territory
4200,Night,Twilight,Mudflats_Territory
4202,Day,Twilight,Mudflats_Territory
4203,Day,Day,Mudflats_Territory
4204,Day,Day,Mudflats_Territory
4205,Day,Day,Mudflats_Territory
4206,Day,Day,Mudflats_Territory
4207,Day,Day,Mudflats_Territory
4209,Day,Day,Mudflats_Territory
4211,Day,Day,Mudflats_Territory
4212,Day,Day,Mudflats_Territory
4213,Day,Day,Mudflats_Territory
4215,Day,Day,Mudflats_Territory
4216,Day,Day,Mudflats_Territory
4217,Day,Day,Mudflats_Territory
4219,Day,Day,Mudflats_Territory
4220,Day,Day,Mudflats_Territory
4221,Day,Day,Mudflats_Territory
4222,Day,Day,Mudflats_Territory
4223,Day,Day,Territory
4224,Day,Day,Territory
4225,Day,Day,Territory
4226,Day,Day,Territory
4228,Day,Day,Mudflats_Territory
4229,Day,Day,Mudflats_Territory
4230,Day,Twilight,Mudflats_Territory
4232,Night,Twilight,Mudflats_Territory
4233,Night,Twilight,Mudflats_Territory
4234,Night,Night,Mudflats_Territory
4235,Night,Night,Mudflats_Territory
4236,Night,Night,Mudflats_Territory
4237,Night,Night,Mudflats_Territory
4239,Night,Night,Roost
4241,Night,Night,Roost
4242,Night,Night,Roost
4244,Night,Night,Territory
4245,Night,Night,Mudflats_Territory
4246,Night,Twilight,Territory
4247,Night,Twilight,Mudflats_Territory
4248,Day,Twilight,Mudflats_Territory
4249,Day,Twilight,Mudflats_Territory
4250,Day,Day,Mudflats_Territory
4251,Day,Day,Mudflats_Territory
4252,Day,Day,Mudflats_Territory
4254,Day,Day,Mudflats_Territory
4255,Day,Day,Mudflats_Territory
4256,Day,Day,Mudflats_Territory
4257,Day,Day,Mudflats_Territory
4258,Day,Day,Mudflats_Territory
4263,Day,Day,Territory
4264,Day,Day,Territory
4265,Day,Day,Territory
4266,Day,Day,Territory
4268,Day,Day,Territory
4271,Day,Day,Territory
4272,Day,Day,Mudflats_Territory
4274,Day,Day,Mudflats_Territory
4276,Day,Day,Mudflats_Territory
4279,Day,Twilight,Mudflats_Territory
4280,Night,Twilight,Mudflats_Territory
4281,Night,Twilight,Mudflats_Territory
4283,Night,Night,Mudflats_Territory
4284,Night,Night,Mudflats_Territory
4286,Night,Night,Mudflats_Territory
4287,Night,Night,Mudflats_Territory
4288,Night,Night,Mudflats_Territory
4290,Night,Night,Mudflats_Territory
4291,Night,Night,Mudflats_Territory
4292,Night,Night,Territory
4295,Night,Twilight,Territory
4296,Day,Twilight,Mudflats_Territory
4297,Day,Twilight,Mudflats_Territory
4298,Day,Day,Mudflats_Territory
4299,Day,Day,Mudflats_Territory
4300,Day,Day,Mudflats_Territory
4301,Day,Day,Mudflats_Territory
4302,Day,Day,Mudflats
4303,Day,Day,Mudflats
4304,Day,Day,Mudflats
4308,Day,Day,Mudflats_Territory
4309,Day,Day,Mudflats_Territory
4310,Day,Day,Mudflats_Territory
4311,Day,Day,Mudflats_Territory
4312,Day,Day,Mudflats_Territory
4313,Day,Day,Mudflats_Territory
4314,Day,Day,Mudflats_Territory
4315,Day,Day,Mudflats_Territory
4316,Day,Day,Mudflats_Territory
4317,Day,Day,Mudflats_Territory
4318,Day,Day,Mudflats_Territory
4320,Day,Day,Mudflats_Territory
4321,Day,Day,Mudflats_Territory
4322,Day,Day,Mudflats_Territory
4323,Day,Day,Mudflats_Territory
4325,Day,Twilight,Mudflats_Territory
4326,Day,Twilight,Mudflats_Territory
4327,Night,Twilight,Mudflats
4328,Night,Twilight,Mudflats
4330,Night,Night,Mudflats
4332,Night,Night,Mudflats_Territory
4333,Night,Night,Mudflats_Territory
4336,Night,Night,Mudflats_Territory
4337,Night,Night,Mudflats_Territory
4338,Night,Night,Mudflats_Territory
4339,Night,Night,Mudflats_Territory
4340,Night,Night,Territory
4341,Night,Night,Mudflats_Territory
4343,Night,Twilight,Mudflats_Territory
4344,Day,Twilight,Mudflats_Territory
4345,Day,Twilight,Mudflats_Territory
4346,Day,Day,Mudflats_Territory
4347,Day,Day,Mudflats_Territory
4349,Day,Day,Mudflats
4350,Day,Day,Mudflats
4351,Day,Day,Mudflats_Territory
4352,Day,Day,Mudflats_Territory
4353,Day,Day,Mudflats_Territory
4355,Day,Day,Mudflats_Territory
4356,Day,Day,Mudflats_Territory
4357,Day,Day,Mudflats_Territory
4358,Day,Day,Mudflats_Territory
4360,Day,Day,Mudflats_Territory
4361,Day,Day,Mudflats_Territory
4362,Day,Day,Mudflats_Territory
4363,Day,Day,Mudflats_Territory
4364,Day,Day,Mudflats_Territory
4365,Day,Day,Mudflats_Territory
4369,Day,Day,Mudflats_Territory
4370,Day,Day,Mudflats_Territory
4372,Day,Day,Mudflats_Territory
4373,Day,Twilight,Mudflats_Territory
4374,Day,Twilight,Mudflats_Territory
4375,Night,Twilight,Mudflats_Territory
4376,Night,Twilight,Mudflats_Territory
4377,Night,Night,Mudflats_Territory
4378,Night,Night,Mudflats_Territory
4379,Night,Night,Mudflats_Territory
4380,Night,Night,Mudflats_Territory
4384,Night,Night,Mudflats_Territory
4386,Night,Night,Mudflats_Territory
4388,Night,Night,Mudflats_Territory
4389,Night,Twilight,Territory
4390,Night,Twilight,Territory
4391,Day,Twilight,Mudflats_Territory
