obsID,birdID,date_time,latitude,longitude,speed
3508,166,18-Jul-09,53.4764686,6.2227042,0
3509,166,18-Jul-09,53.4762845,6.2221747,0.104403065
3510,166,18-Jul-09,53.4764263,6.2218961,0.216564078
3511,166,18-Jul-09,53.4764409,6.2219212,0.04
3512,166,18-Jul-09,53.47651,6.2217872,0.130384048
3513,166,18-Jul-09,53.4764775,6.2218257,0.06164414
3514,166,18-Jul-09,53.4765553,6.2217894,0.115758369
3515,166,18-Jul-09,53.4764758,6.2218394,0.028284271
3516,166,18-Jul-09,53.4764657,6.2218388,0.16881943
3517,166,18-Jul-09,53.4764765,6.2218376,0.064031242
3518,166,18-Jul-09,53.4764922,6.2218407,0.037416574
3519,166,18-Jul-09,53.4764792,6.221836,0.01
3520,166,18-Jul-09,53.4764799,6.2218438,
3521,166,18-Jul-09,53.4764645,6.2218731,0.024494897
3522,166,18-Jul-09,53.4764356,6.221899,0.167928556
3523,166,18-Jul-09,53.4764827,6.2218442,0.215870331
3524,166,18-Jul-09,53.4764769,6.2218732,0.099498744
3525,166,18-Jul-09,53.4765021,6.2218472,0
3526,166,18-Jul-09,53.4765267,6.2217536,0.231516738
3527,166,18-Jul-09,53.4764898,6.2218888,0.01
3528,166,18-Jul-09,53.4764816,6.2218451,0.01
3529,166,18-Jul-09,53.476481,6.2218385,0
3530,166,18-Jul-09,53.4764775,6.2218281,0.078740079
3531,166,18-Jul-09,53.4764515,6.221809,0
3532,166,18-Jul-09,53.4764622,6.2217956,0.172916165
3533,166,18-Jul-09,53.4764609,6.221805,0.124096736
3534,166,18-Jul-09,53.47646,6.2218093,0.045825757
3535,166,18-Jul-09,53.4764348,6.2218264,0.017320508
3536,166,18-Jul-09,53.4763687,6.2224497,0.180554701
3537,166,18-Jul-09,53.4766233,6.2227034,0.167332005
3538,166,18-Jul-09,53.4761605,6.2224067,0.115758369
3539,166,18-Jul-09,53.4760558,6.2222528,0.102469508
3540,166,18-Jul-09,53.476445,6.221786,0.037416574
3541,166,18-Jul-09,53.4758327,6.2223036,0.04
3542,166,18-Jul-09,53.4759412,6.2227957,0.051961524
3543,166,18-Jul-09,53.47518,6.2221622,0.183575598
3544,166,18-Jul-09,53.4763113,6.2224045,0.334813381
3545,166,18-Jul-09,53.4762985,6.2225907,0.392300905
3546,166,18-Jul-09,53.4761403,6.2223503,0.024494897
3547,166,18-Jul-09,53.4758566,6.2227349,0.422018957
3548,166,18-Jul-09,53.4756836,6.2225375,0.058309519
3549,166,18-Jul-09,53.4754699,6.2223509,0.16583124
3550,166,18-Jul-09,53.4758974,6.2222843,0.144913767
3551,166,18-Jul-09,53.4759166,6.222353,0.112249722
3552,166,18-Jul-09,53.4753549,6.2220668,0.08
3553,166,18-Jul-09,53.4762608,6.2218302,0.551815186
3554,166,18-Jul-09,53.4759947,6.2226416,0.083666003
3555,166,18-Jul-09,53.4759993,6.2226482,0.195192213
3556,166,18-Jul-09,53.4759966,6.2226688,0.091104336
3557,166,18-Jul-09,53.4751045,6.2224184,0.297489496
3558,166,18-Jul-09,53.4751175,6.2224563,0.096953597
3559,166,18-Jul-09,53.4750672,6.22249,0.398622629
3560,166,18-Jul-09,53.4752226,6.2226599,0.024494897
3561,166,18-Jul-09,53.4751899,6.2225609,0.017320508
3562,166,18-Jul-09,53.4753122,6.2225244,0.245153013
3563,166,18-Jul-09,53.4750159,6.2222325,0.440113622
3564,166,19-Jul-09,53.4754182,6.2224539,0.1
3565,166,19-Jul-09,53.475395,6.2224638,0.014142136
3566,166,19-Jul-09,53.4753556,6.2226931,
3567,166,19-Jul-09,53.4751424,6.2224783,0.083066239
3568,166,19-Jul-09,53.4754225,6.222918,0.151657509
3569,166,19-Jul-09,53.4760799,6.2226985,0.737427963
3570,166,19-Jul-09,53.4753766,6.2226974,0.067082039
3571,166,19-Jul-09,53.4751676,6.2225222,0.075498344
3572,166,19-Jul-09,53.4760299,6.2221907,0.242280829
3573,166,19-Jul-09,53.4762283,6.2224112,0.286006993
3574,166,19-Jul-09,53.4762543,6.2229029,0.158113883
3575,166,19-Jul-09,53.4760755,6.2220773,0.203224014
3576,166,19-Jul-09,53.476151,6.2219853,0.272763634
3577,166,19-Jul-09,53.4761192,6.2226082,0
3578,166,19-Jul-09,53.4761681,6.2226487,0.07
3579,166,19-Jul-09,53.4761485,6.2219964,0.413158565
3580,166,19-Jul-09,53.4762171,6.2224028,0.041231056
3581,166,19-Jul-09,53.4763872,6.2220832,0.222261108
3582,166,19-Jul-09,53.4763585,6.2221687,0.098994949
3583,166,19-Jul-09,53.4763673,6.2227573,0.596154342
3584,166,19-Jul-09,53.4761915,6.2221974,0.567978873
3585,166,19-Jul-09,53.4761832,6.2218484,0.127279221
3586,166,19-Jul-09,53.4762873,6.2221365,0.071414284
3587,166,19-Jul-09,53.4761598,6.2226753,0.203224014
3588,166,19-Jul-09,53.4764319,6.2220519,0.18973666
3589,166,19-Jul-09,53.476234,6.2221465,
3590,166,19-Jul-09,53.4760955,6.2221089,0.23430749
3591,166,19-Jul-09,53.4760943,6.222374,0.133416641
3592,166,19-Jul-09,53.4764671,6.2218833,0.174642492
3593,166,19-Jul-09,53.4765504,6.2219273,0.014142136
3594,166,19-Jul-09,53.4764768,6.2224982,0.017320508
3595,166,19-Jul-09,53.476556,6.2218525,0.214242853
3596,166,19-Jul-09,53.4764612,6.2219328,0.01
3597,166,19-Jul-09,53.4765244,6.2218792,0
3598,166,19-Jul-09,53.4764965,6.2218579,0.382361086
3599,166,19-Jul-09,53.4765164,6.2218495,0.059160798
3600,166,19-Jul-09,53.4765165,6.2218508,0.143527001
3601,166,19-Jul-09,53.4765077,6.2218496,0.057445626
3602,166,19-Jul-09,53.4765357,6.2218464,0.107703296
3603,166,19-Jul-09,53.4765482,6.2218402,0.397240481
3604,166,19-Jul-09,53.4764589,6.221855,0.01
3605,166,19-Jul-09,53.4764399,6.2219235,0.01
3606,166,19-Jul-09,53.4764421,6.2219098,0.01
3607,166,19-Jul-09,53.4765325,6.2218237,0.05
3608,166,19-Jul-09,53.4764501,6.2219052,0.078102497
3609,166,19-Jul-09,53.4764596,6.2219038,0.033166248
3610,166,19-Jul-09,53.4764748,6.2219126,0.111803399
3611,166,19-Jul-09,53.4700079,6.2249885,14.11754582
3612,166,19-Jul-09,53.4468558,6.2422168,0.175783958
3613,166,19-Jul-09,53.446548,6.2477818,0.164316767
3614,166,19-Jul-09,53.4461294,6.2490785,0.900721933
3615,166,19-Jul-09,53.4471147,6.2575928,0.037416574
3616,166,19-Jul-09,53.4471144,6.2570987,0.196214169
3617,166,19-Jul-09,53.4474138,6.2577667,0.190525589
3618,166,19-Jul-09,53.4467974,6.2581906,0.053851648
3619,166,19-Jul-09,53.4469807,6.2586247,0.222261108
3620,166,19-Jul-09,53.4460124,6.2652856,0.233452351
3621,166,19-Jul-09,53.4463793,6.2655142,0.27676705
3622,166,19-Jul-09,53.4463437,6.2649959,0.200249844
3623,166,19-Jul-09,53.4468852,6.2624433,8.06174919
3624,166,19-Jul-09,53.4758455,6.2228607,0.014142136
3625,166,19-Jul-09,53.4758124,6.2226704,0.18973666
3626,166,19-Jul-09,53.4758641,6.2226473,0
3627,166,19-Jul-09,53.475478,6.2226235,0.168226038
3628,166,19-Jul-09,53.4754543,6.2230033,0.16881943
3629,166,19-Jul-09,53.4755477,6.2232904,0.261916017
3630,166,19-Jul-09,53.4758053,6.2231957,0.250798724
3631,166,19-Jul-09,53.4756565,6.2224909,0.284604989
3632,166,19-Jul-09,53.4753755,6.2224088,0.455521679
3633,166,19-Jul-09,53.4753723,6.2224088,0.01
3634,166,19-Jul-09,53.4760212,6.2220459,0.3318132
3635,166,19-Jul-09,53.4756562,6.2219914,0.10198039
3636,166,19-Jul-09,53.4760729,6.2222265,0.093808315
3637,166,19-Jul-09,53.476125,6.2222724,0.226936114
3638,166,19-Jul-09,53.4753406,6.2229439,0.046904158
3639,166,19-Jul-09,53.4755576,6.2228246,0
3640,166,19-Jul-09,53.4755388,6.2226527,0.580172388
3641,166,19-Jul-09,53.4756841,6.222744,0
3642,166,19-Jul-09,53.4756892,6.2227352,0.122065556
3643,166,19-Jul-09,53.4761447,6.2227866,0.051961524
3644,166,19-Jul-09,53.4761039,6.2222884,0.03
3645,166,19-Jul-09,53.4761623,6.2222855,0.178325545
3646,166,19-Jul-09,53.4759957,6.2225256,0.270924344
3647,166,19-Jul-09,53.4758609,6.2227883,0.124498996
3648,166,19-Jul-09,53.4763646,6.2220968,0.16881943
3649,166,19-Jul-09,53.4763637,6.2220941,0.226495033
3650,166,19-Jul-09,53.4762195,6.2225822,0.169705627
3651,166,19-Jul-09,53.4758703,6.2221147,0.261916017
3652,166,19-Jul-09,53.4762129,6.2220685,0.190262976
3653,166,19-Jul-09,53.4763856,6.2220559,0
3654,166,19-Jul-09,53.4764114,6.2220572,0.12083046
3655,166,19-Jul-09,53.4764484,6.2219661,0.064031242
3656,166,19-Jul-09,53.4765029,6.2219355,0.081240384
3657,166,19-Jul-09,53.4764961,6.2219247,0.037416574
3658,166,19-Jul-09,53.4765096,6.2218711,0.178044938
3659,166,19-Jul-09,53.4765027,6.221857,0.093808315
3660,166,19-Jul-09,53.4765252,6.2218882,0.09486833
3661,166,19-Jul-09,53.4764168,6.2219281,0.01
3662,166,19-Jul-09,53.4764193,6.2219448,0.196468827
3663,166,19-Jul-09,53.4764247,6.2218344,0.070710678
3664,166,19-Jul-09,53.476439,6.2218149,0.15132746
3665,166,19-Jul-09,53.4765263,6.221861,0.13190906
3666,166,19-Jul-09,53.4764233,6.2218007,0.067082039
3667,166,19-Jul-09,53.476805,6.2311641,0.083066239
3668,166,19-Jul-09,53.4767696,6.2311602,0.112249722
3669,166,19-Jul-09,53.4767961,6.2311529,0.06164414
3670,166,19-Jul-09,53.4767864,6.2311347,0.171464282
3671,166,19-Jul-09,53.4767786,6.2311573,0
3672,166,19-Jul-09,53.4766173,6.2309258,0.033166248
3673,166,19-Jul-09,53.4765893,6.2308229,0.057445626
3674,166,19-Jul-09,53.4764516,6.22187,0
3675,166,19-Jul-09,53.4764523,6.2218226,0.017320508
3676,166,19-Jul-09,53.4764649,6.2218802,0.215638587
3677,166,19-Jul-09,53.476476,6.2218778,0.024494897
3678,166,19-Jul-09,53.4764963,6.2218623,0.048989795
3679,166,19-Jul-09,53.476476,6.2219001,0
3680,166,19-Jul-09,53.476493,6.2218986,0.102469508
3681,166,19-Jul-09,53.4764819,6.2219103,0.048989795
3682,166,19-Jul-09,53.4765056,6.2219212,0.087749644
3683,166,19-Jul-09,53.4764991,6.2219084,0.01
3684,166,19-Jul-09,53.4765031,6.2219151,0.110905365
3685,166,19-Jul-09,53.4765396,6.2218579,0.083066239
3686,166,19-Jul-09,53.476483,6.2218902,0.176635217
3687,166,19-Jul-09,53.4764827,6.2218798,0
3688,166,19-Jul-09,53.4764765,6.2218973,0
3689,166,19-Jul-09,53.476411,6.2220845,0
3690,166,19-Jul-09,53.4763807,6.22262,0.502991054
3691,166,19-Jul-09,53.4755031,6.2225023,0.122065556
3692,166,19-Jul-09,53.475763,6.2227292,0.103923048
3693,166,19-Jul-09,53.4756645,6.2224229,0.01
3694,166,19-Jul-09,53.4756301,6.222809,0.192613603
3695,166,19-Jul-09,53.4753173,6.2222513,0.081240384
3696,166,19-Jul-09,53.4754063,6.2232855,0.630793152
3697,166,19-Jul-09,53.4758016,6.2230571,
3698,166,19-Jul-09,53.4761427,6.2221707,0.422018957
3699,166,19-Jul-09,53.4756828,6.2219724,0.262488095
3700,166,19-Jul-09,53.4757087,6.2223729,0.338378486
3701,166,19-Jul-09,53.4751783,6.2225845,0.430116263
3702,166,19-Jul-09,53.4753892,6.2226226,0.041231056
3703,166,19-Jul-09,53.4755871,6.222359,0.06
3704,166,20-Jul-09,53.4758159,6.2224108,0.014142136
3705,166,20-Jul-09,53.4757042,6.2223853,0.084852814
3706,166,20-Jul-09,53.4759474,6.2227661,0.425323406
3707,166,20-Jul-09,53.4757474,6.2231648,0.228254244
3708,166,20-Jul-09,53.4754096,6.2230763,0.014142136
3709,166,20-Jul-09,53.4763134,6.2223443,0.508625599
3710,166,20-Jul-09,53.4763093,6.2222432,0.117898261
3711,166,20-Jul-09,53.4762582,6.2227066,0.312089731
3712,166,20-Jul-09,53.4764607,6.222604,0.242074369
3713,166,20-Jul-09,53.4764415,6.222212,0.30757113
3714,166,20-Jul-09,53.4762032,6.2223347,0.15132746
3715,166,20-Jul-09,53.4759726,6.2223041,0.416653333
3716,166,20-Jul-09,53.4759311,6.2225147,0.220454077
3717,166,20-Jul-09,53.4763168,6.2226469,0.386522962
3718,166,20-Jul-09,53.4760282,6.2229223,0.160312195
3719,166,20-Jul-09,53.4764625,6.2217231,0.15132746
3720,166,20-Jul-09,53.4762865,6.2219665,0.145945195
3721,166,20-Jul-09,53.476523,6.2222677,0
3722,166,20-Jul-09,53.4755361,6.2233674,0.245153013
3723,166,20-Jul-09,53.4754708,6.2231951,
3724,166,20-Jul-09,53.4764381,6.2226524,0.923146792
3725,166,20-Jul-09,53.4756116,6.2232569,0.357491259
3726,166,20-Jul-09,53.4754551,6.2231771,1.684309948
3727,166,20-Jul-09,53.4751961,6.2224709,1.069626103
3728,166,20-Jul-09,53.4757248,6.2223286,0.274954542
3729,166,20-Jul-09,53.4765016,6.2218448,0.115325626
3730,166,20-Jul-09,53.4765283,6.2217315,0.075498344
3731,166,20-Jul-09,53.4757166,6.2225243,0.094339811
3732,166,20-Jul-09,53.4760833,6.2226821,0.584294446
3733,166,20-Jul-09,53.47601,6.2228485,0.073484692
3734,166,20-Jul-09,53.4763258,6.2227372,0.203960781
3735,166,20-Jul-09,53.4765933,6.2217932,0.314006369
3736,166,20-Jul-09,53.4765651,6.2217867,0.091104336
3737,166,20-Jul-09,53.4765334,6.2218862,0
3738,166,20-Jul-09,53.4765569,6.2218521,0.137477271
3739,166,20-Jul-09,53.4765229,6.2218806,0.248394847
3740,166,20-Jul-09,53.4765132,6.2219076,0.174928557
3741,166,20-Jul-09,53.4765239,6.2218779,0.01
3742,166,20-Jul-09,53.476565,6.2218512,0.017320508
3743,166,20-Jul-09,53.4765375,6.2218709,0.549272246
3744,166,20-Jul-09,53.4764869,6.221934,0.146969385
3745,166,20-Jul-09,53.4763676,6.22218,0.126885775
3746,166,20-Jul-09,53.4764408,6.2219465,0.017320508
3747,166,20-Jul-09,53.4764284,6.2218358,0.40620192
3748,166,20-Jul-09,53.4763912,6.2220805,0.212132034
3749,166,20-Jul-09,53.4764876,6.22189,0.076811457
3750,166,20-Jul-09,53.4764858,6.2219082,0.147648231
3751,166,20-Jul-09,53.4765899,6.2218451,0.081853528
3752,166,20-Jul-09,53.4765642,6.2218802,0.01
3753,166,20-Jul-09,53.4764952,6.2219192,0.01
3754,166,20-Jul-09,53.4765231,6.2218703,0
3755,166,20-Jul-09,53.4764764,6.2219018,0.02236068
3756,166,20-Jul-09,53.4762875,6.2227978,0.457493169
3757,166,20-Jul-09,53.4762104,6.2226026,0.261725047
3758,166,20-Jul-09,53.4760735,6.2227636,0.128840987
3759,166,20-Jul-09,53.4758695,6.2226833,0.05
3760,166,20-Jul-09,53.4754291,6.2227465,0.16583124
3761,166,20-Jul-09,53.4756162,6.2231547,0.16881943
3762,166,20-Jul-09,53.475771,6.2232591,0.214709106
3763,166,20-Jul-09,53.4758432,6.2222815,0.364142829
3764,166,20-Jul-09,53.4759003,6.2225592,
3765,166,20-Jul-09,53.4760084,6.2230157,0.042426407
3766,166,20-Jul-09,53.4763735,6.2229638,0.200997512
3767,166,20-Jul-09,53.4764937,6.2227432,0.102469508
3768,166,20-Jul-09,53.4753976,6.2221791,0.308706981
3769,166,20-Jul-09,53.4756389,6.2235824,0.080622577
3770,166,20-Jul-09,53.4757196,6.2231364,0.220454077
3771,166,20-Jul-09,53.4757049,6.2227801,0.017320508
3772,166,20-Jul-09,53.4756786,6.2229403,0.09486833
3773,166,20-Jul-09,53.4761211,6.2222002,0.01
3774,166,20-Jul-09,53.4762347,6.2225926,0.065574385
3775,166,20-Jul-09,53.4764641,6.2227633,0.014142136
3776,166,20-Jul-09,53.4764678,6.2227692,0.06164414
3777,166,20-Jul-09,53.4756943,6.2231707,0.323882695
3778,166,20-Jul-09,53.4759326,6.2229766,0.165529454
3779,166,20-Jul-09,53.4757673,6.222381,0.357910603
3780,166,20-Jul-09,53.4754868,6.2223613,0.070710678
3781,166,20-Jul-09,53.4754715,6.2223814,0
3782,166,20-Jul-09,53.475544,6.2226171,0.072801099
3783,166,20-Jul-09,53.4754562,6.2230066,0.225610283
3784,166,20-Jul-09,53.47565,6.2231303,0.18547237
3785,166,20-Jul-09,53.4757668,6.2233842,0.082462113
3786,166,20-Jul-09,53.4760323,6.2228663,0
3787,166,20-Jul-09,53.4760332,6.2228615,0
3788,166,20-Jul-09,53.4760316,6.2228495,0
3789,166,20-Jul-09,53.476409,6.2220012,0
3790,166,20-Jul-09,53.4757517,6.22197,0.461085675
3791,166,20-Jul-09,53.4758927,6.2221782,0.230217289
3792,166,20-Jul-09,53.4759074,6.2227115,0.053851648
3793,166,20-Jul-09,53.4760887,6.2226243,0.09539392
3794,166,20-Jul-09,53.4761774,6.2223319,0.065574385
3795,166,20-Jul-09,53.4761248,6.2229151,0.483942145
3796,166,20-Jul-09,53.4761937,6.2229382,0.356370594
3797,166,20-Jul-09,53.476114,6.2222983,0.041231056
3798,166,20-Jul-09,53.4761014,6.2222969,0
3799,166,20-Jul-09,53.4760788,6.2223321,0.02
3800,166,20-Jul-09,53.4760843,6.2223169,0.074833148
3801,166,20-Jul-09,53.4760747,6.2223316,0.141774469
3802,166,20-Jul-09,53.4761588,6.2220795,0.122474487
3803,166,20-Jul-09,53.4762181,6.2224083,0.073484692
3804,166,20-Jul-09,53.4766357,6.2315347,0
3805,166,20-Jul-09,53.4766201,6.2315224,0.06164414
3806,166,20-Jul-09,53.4766246,6.2315023,0.060827625
3807,166,20-Jul-09,53.476438,6.2217828,0
3808,166,20-Jul-09,53.4764059,6.2219262,0.131529464
3809,166,20-Jul-09,53.4764565,6.2218619,0.067082039
3810,166,20-Jul-09,53.4764117,6.2219278,0.070710678
3811,166,20-Jul-09,53.476398,6.2219162,0.01
3812,166,20-Jul-09,53.4764882,6.2218896,0.167928556
3813,166,20-Jul-09,53.4764551,6.2219716,0.01
3814,166,20-Jul-09,53.476426,6.222073,0.02
3815,166,20-Jul-09,53.4760853,6.2224283,0.274954542
3816,166,20-Jul-09,53.4756211,6.2222142,0.180554701
3817,166,21-Jul-09,53.4756842,6.2221782,0.014142136
3818,166,21-Jul-09,53.4754282,6.2230092,0.166132477
3819,166,21-Jul-09,53.4751933,6.2225952,0.12328828
3820,166,21-Jul-09,53.4762364,6.2230608,0.517783739
3821,166,21-Jul-09,53.4759991,6.2220073,0.115758369
3822,166,21-Jul-09,53.4763672,6.2219929,0.459782557
3823,166,21-Jul-09,53.4762389,6.2227332,0.16881943
3824,166,21-Jul-09,53.4759435,6.2219834,0.336154726
3825,166,21-Jul-09,53.4758706,6.2230995,
3826,166,21-Jul-09,53.4760943,6.2223254,0.283901391
3827,166,21-Jul-09,53.476308,6.222076,0.182208672
3828,166,21-Jul-09,53.4764495,6.2224864,0.168226038
3829,166,21-Jul-09,53.4765067,6.2218523,0.127279221
3830,166,21-Jul-09,53.4764705,6.2218734,0.096436508
3831,166,21-Jul-09,53.476443,6.221897,0
3832,166,21-Jul-09,53.4767101,6.2310834,0.01
3833,166,21-Jul-09,53.4766979,6.231112,0.139283883
3834,166,21-Jul-09,53.4767488,6.2310024,0.195192213
3835,166,21-Jul-09,53.4766579,6.2310702,0.20976177
3836,166,21-Jul-09,53.4766687,6.2309944,0.037416574
3837,166,21-Jul-09,53.4766664,6.2310272,0.106301458
3838,166,21-Jul-09,53.4755768,6.2228139,0.01
3839,166,21-Jul-09,53.4760749,6.2223047,0.177200451
3840,166,21-Jul-09,53.4763776,6.2224122,0.172916165
3841,166,21-Jul-09,53.4760425,6.2224318,0.078740079
3842,166,21-Jul-09,53.4692087,6.2192356,0.200249844
3843,166,21-Jul-09,53.4688962,6.2181965,0.128452326
3844,166,21-Jul-09,53.4681469,6.2204032,0.041231056
3845,166,21-Jul-09,53.4660942,6.2199391,0.107238053
3846,166,21-Jul-09,53.4756166,6.2232015,0.054772256
3847,166,21-Jul-09,53.4758819,6.2228276,0.042426407
3848,166,21-Jul-09,53.4762786,6.2221832,0
3849,166,21-Jul-09,53.4760824,6.222575,0.247386338
3850,166,21-Jul-09,53.4759099,6.2230301,0.213541565
3851,166,21-Jul-09,53.476108,6.2221722,0
3852,166,21-Jul-09,53.4764728,6.2225861,0.446654229
3853,166,21-Jul-09,53.4767302,6.2228564,0.01
3854,166,21-Jul-09,53.4765201,6.2218789,0
3855,166,21-Jul-09,53.4764562,6.2218752,0.014142136
3856,166,21-Jul-09,53.4764832,6.2218928,0.06164414
3857,166,21-Jul-09,53.4764549,6.2218525,0.034641016
3858,166,21-Jul-09,53.4764588,6.2218549,0.075498344
3859,166,21-Jul-09,53.4764559,6.2218786,0.048989795
3860,166,21-Jul-09,53.4764525,6.2219581,0.080622577
3861,166,21-Jul-09,53.4764619,6.2219641,0.037416574
3862,166,21-Jul-09,53.4765048,6.2218512,0.014142136
3863,166,21-Jul-09,53.4765129,6.2218311,0.070710678
3864,166,22-Jul-09,53.476174,6.2223282,0.210475652
3865,166,22-Jul-09,53.4758256,6.222711,0.18973666
3866,166,22-Jul-09,53.4756162,6.2227522,0.087749644
3867,166,22-Jul-09,53.4761926,6.2223625,0.014142136
3868,166,22-Jul-09,53.4763002,6.2218623,0.250399681
3869,166,22-Jul-09,53.4764249,6.2226764,0.483114893
3870,166,22-Jul-09,53.4762457,6.2221659,0.236854386
3871,166,22-Jul-09,53.4762796,6.2222716,0.451884941
3872,166,22-Jul-09,53.4755867,6.2222034,0.458148448
3873,166,22-Jul-09,53.4760486,6.2224233,0.096953597
3874,166,22-Jul-09,53.4762573,6.2219706,0.09486833
3875,166,22-Jul-09,53.4757234,6.2223465,0.304138127
3876,166,22-Jul-09,53.4763815,6.2228548,0.237697286
3877,166,22-Jul-09,53.4764184,6.2218444,0.01
3878,166,22-Jul-09,53.4763519,6.2218876,0.578791845
3879,166,22-Jul-09,53.4763277,6.2219133,0.168226038
3880,166,22-Jul-09,53.4764165,6.2219045,0.045825757
3881,166,22-Jul-09,53.4764988,6.2218924,0.206397674
3882,166,22-Jul-09,53.4764221,6.2218532,0
3883,166,22-Jul-09,53.4765772,6.2219494,0.024494897
3884,166,22-Jul-09,53.4765038,6.2218437,0.046904158
3885,166,22-Jul-09,53.4765047,6.2218832,0.037416574
3886,166,22-Jul-09,53.4764914,6.2219414,0.014142136
3887,166,22-Jul-09,53.4764547,6.2218555,0
3888,166,22-Jul-09,53.4763349,6.222466,0.389230009
3889,166,22-Jul-09,53.4761091,6.2229025,0.494469413
3890,166,22-Jul-09,53.4758924,6.2226187,0.733825592
3891,166,22-Jul-09,53.475655,6.2222668,0.08660254
3892,166,22-Jul-09,53.4764279,6.22206,0
3893,166,22-Jul-09,53.4760252,6.2227539,0.017320508
3894,166,22-Jul-09,53.4764527,6.2226674,0.173781472
3895,166,22-Jul-09,53.4756237,6.2221986,0.275317998
3896,166,22-Jul-09,53.4759225,6.222761,0.250399681
3897,166,22-Jul-09,53.4759658,6.2227909,0.024494897
3898,166,22-Jul-09,53.4762415,6.2220041,0.01
3899,166,22-Jul-09,53.4766309,6.2227126,0.07
3900,166,22-Jul-09,53.4765688,6.221798,0.045825757
3901,166,22-Jul-09,53.4764929,6.2217746,0.01
3902,166,22-Jul-09,53.4761937,6.2227279,0.070710678
3903,166,22-Jul-09,53.4764128,6.2218679,0.02236068
3904,166,22-Jul-09,53.4764094,6.2218512,0.096953597
3905,166,22-Jul-09,53.4764007,6.2218588,
3906,166,22-Jul-09,53.4764172,6.2219406,0.111803399
3907,166,22-Jul-09,53.4764264,6.2219165,0.100498756
3908,166,22-Jul-09,53.4764443,6.2219744,0.088317609
3909,166,22-Jul-09,53.4757053,6.2232163,0.114891253
3910,166,23-Jul-09,53.4753808,6.2228308,0.067082039
3911,166,23-Jul-09,53.4754676,6.2233207,0.01
3912,166,23-Jul-09,53.4762451,6.2227862,0.325115364
3913,166,23-Jul-09,53.4757,6.2221142,5.311016852
3914,166,23-Jul-09,53.4761972,6.2224768,0.161554944
3915,166,23-Jul-09,53.4766164,6.2226891,0
3916,166,23-Jul-09,53.4762062,6.2221199,0.214709106
3917,166,23-Jul-09,53.4754418,6.2232747,0.36152455
3918,166,23-Jul-09,53.4758454,6.2227026,0.321714159
3919,166,23-Jul-09,53.4762276,6.2221811,0.386522962
3920,166,23-Jul-09,53.4760764,6.2222675,0.352562051
3921,166,23-Jul-09,53.4755509,6.2227009,0.16881943
3922,166,23-Jul-09,53.4762154,6.2218313,0.162480768
3923,166,23-Jul-09,53.4764512,6.2220925,0.726842486
3924,166,23-Jul-09,53.4764224,6.2219999,0.791833316
3925,166,23-Jul-09,53.4764123,6.2219354,0.160312195
3926,166,23-Jul-09,53.4764962,6.2218865,0.045825757
3927,166,23-Jul-09,53.476822,6.2310021,0.01
3928,166,23-Jul-09,53.4776515,6.2283573,0.01
3929,166,23-Jul-09,53.4777695,6.2282509,0.048989795
3930,166,23-Jul-09,53.4777935,6.2281629,0
3931,166,23-Jul-09,53.4776449,6.2282205,0.102469508
3932,166,23-Jul-09,53.476487,6.2218947,0.099498744
3933,166,23-Jul-09,53.4764486,6.2218627,0.03
3934,166,23-Jul-09,53.4762065,6.22263,0.151657509
3935,166,23-Jul-09,53.476033,6.2225684,0.01
3936,166,23-Jul-09,53.476443,6.2220197,0.165227116
3937,166,23-Jul-09,53.476197,6.2220152,0.139283883
3938,166,23-Jul-09,53.4756292,6.223228,0.367287353
3939,166,23-Jul-09,53.4758611,6.2229343,0.473497624
3940,166,23-Jul-09,53.4758064,6.2218646,0.603158354
3941,166,23-Jul-09,53.4753573,6.2223242,0.372155881
3942,166,23-Jul-09,53.4754726,6.2224659,0.014142136
3943,166,23-Jul-09,53.4757228,6.2217725,0.050990195
3944,166,23-Jul-09,53.4754978,6.2221525,0.067082039
3945,166,23-Jul-09,53.4755586,6.2222168,0.01
3946,166,23-Jul-09,53.4756041,6.2225727,0.830963296
3947,166,23-Jul-09,53.4759054,6.2227919,0.220454077
3948,166,23-Jul-09,53.4762489,6.2226359,0.228691933
3949,166,23-Jul-09,53.4764215,6.2219435,0.014142136
3950,166,23-Jul-09,53.4779846,6.2519133,12.133462
3951,166,23-Jul-09,53.4774536,6.2514325,0.237907545
3952,166,23-Jul-09,53.4776746,6.251066,0.133790882
3953,166,23-Jul-09,53.4776305,6.2510726,0.136014705
3954,166,23-Jul-09,53.4777964,6.2508591,0.450111097
3955,166,23-Jul-09,53.4777793,6.250863,0.014142136
3956,166,24-Jul-09,53.4777774,6.250858,0.221585198
3957,166,24-Jul-09,53.4777907,6.2508313,0.139283883
3958,166,24-Jul-09,53.4778031,6.2508392,0.064031242
3959,166,24-Jul-09,53.4777356,6.2508721,0.06
3960,166,24-Jul-09,53.4761869,6.2224023,
3961,166,24-Jul-09,53.476159,6.2225986,0.197989899
3962,166,24-Jul-09,53.4764195,6.2217769,0.115758369
3963,166,24-Jul-09,53.4759443,6.2228665,0.136014705
3964,166,24-Jul-09,53.4763772,6.2223787,0.02236068
3965,166,24-Jul-09,53.4759566,6.2218109,0.194164878
3966,166,24-Jul-09,53.4755893,6.2224882,0.02236068
3967,166,24-Jul-09,53.4759514,6.2219904,0.440340777
3968,166,24-Jul-09,53.4761079,6.2226517,0.024494897
3969,166,24-Jul-09,53.4762455,6.2224814,0.194164878
